Data_key,Game_number,Engine_Depth,Game_date,Game_type,White_player,Black_player,White_rating,Black_rating,My_colour,My_rating,Winner,User_winner,number_of_moves,White_accuracy,White_opening_accuracy,White_middle_accuracy,White_end_accuracy,No_best_white,No_great_white,No_good_white,No_ok_white,No_inaccuracy_white,No_mistake_white,No_blunder_white,Improvement_white,Black_accuracy,Black_opening_accuracy,Black_middle_accuracy,Black_end_accuracy,No_best_black,No_great_black,No_good_black,No_ok_black,No_inaccuracy_black,No_mistake_black,No_blunder_black,Improvement_black,User_accuracy,User_opening_accuracy,User_middle_accuracy,User_end_accuracy,No_best_user,No_great_user,No_good_user,No_ok_user,No_inaccuracy_user,No_mistake_user,No_blunder_user,Improvement_user
"3577, 2021.08.10, 10",3577,10,2021.08.10,180,Ainceer,carosad,1184,1216,White,1184,Black,0,12,74.52,95.45,69.66,58.43,2,4,3,0,1,0,2,2,70.05,68.6,72.15,69.39,2,5,0,2,0,0,3,0,74.52,95.45,69.66,58.43,2,4,3,0,1,0,2,2
"3578, 2021.08.10, 10",3578,10,2021.08.10,180,Lucho-m22,Ainceer,1183,1192,Black,1192,Black,1,6,73.36,100,70.08,50,3,0,0,2,0,0,1,2,77.63,78.58,98.08,56.24,2,2,0,1,0,0,1,2,77.63,78.58,98.08,56.24,2,2,0,1,0,0,1,2
"3579, 2021.08.10, 10",3579,10,2021.08.10,180,Ainceer,oldphd,1183,1166,White,1183,Black,0,31.5,77.86,90.56,77.89,63.85,15,4,3,3,2,0,5,2,83.21,86.26,79.13,83.93,14,8,2,2,1,2,2,1,77.86,90.56,77.89,63.85,15,4,3,3,2,0,5,2
"3580, 2021.08.10, 10",3580,10,2021.08.10,180,carosad,Ainceer,1214,1176,Black,1176,White,0,28.5,62.38,87.97,39.88,58.95,9,4,1,5,1,0,9,1,52.27,65.47,33.79,56.09,10,3,0,1,1,0,13,1,52.27,65.47,33.79,56.09,10,3,0,1,1,0,9,1
"3581, 2021.08.10, 10",3581,10,2021.08.10,180,Ainceer,teemuh1103,1166,1102,White,1166,Black,0,18,75.79,92.02,90.22,45.13,3,8,1,2,1,0,3,2,82.81,86.89,81.7,79.84,7,3,3,3,1,0,1,2,75.79,92.02,90.22,45.13,3,8,1,2,1,0,3,2
"3582, 2021.08.10, 10",3582,10,2021.08.10,180,Ainceer,dmalloy13,1174,1170,White,1174,White,1,14.5,74.12,85.97,76.4,60,6,2,2,1,1,0,3,2,66.83,96.45,65.34,31.66,2,5,1,2,0,1,3,2,74.12,85.97,76.4,60,6,2,2,1,1,0,3,2
"3583, 2021.08.10, 10",3583,10,2021.08.10,180,Ainceer,stinklizard,1166,1198,White,1166,Black,0,27.5,60.86,88.12,46.98,44.44,8,5,1,4,1,0,9,2,62.99,80.39,52.13,56.45,11,3,0,2,1,3,7,1,60.86,88.12,46.98,44.44,8,5,1,4,1,0,9,2
"3584, 2021.08.10, 10",3584,10,2021.08.10,180,Ainceer,rudi7431,1157,1125,White,1157,Black,0,10.5,80.72,97.36,99.63,33.33,5,4,0,0,0,0,2,2,77.93,90.39,69.1,70.15,2,5,0,1,0,0,2,1,80.72,97.36,99.63,33.33,5,4,0,0,0,0,2,2
"3585, 2021.08.10, 10",3585,10,2021.08.10,180,MathewReymond,Ainceer,1110,1164,Black,1164,Black,1,38,53.29,74.86,40.72,43.54,9,9,1,0,2,0,17,1,64.46,81.88,46.41,65.16,13,9,0,3,0,0,13,1,64.46,81.88,46.41,65.16,13,9,0,3,0,0,17,1
"3586, 2021.08.10, 10",3586,10,2021.08.10,180,kenk42292,Ainceer,1124,1155,Black,1155,White,0,12,87.58,100,77.58,85.17,2,7,1,1,0,0,1,1,81.33,88.49,95.62,59.86,0,8,1,1,1,0,1,2,81.33,88.49,95.62,59.86,0,8,1,1,1,0,1,2
"3587, 2021.08.10, 10",3587,10,2021.08.10,180,Elfwine1,Ainceer,1184,1148,Black,1148,White,0,21.5,69.85,92.11,56.99,57.27,5,6,3,1,2,0,5,1,62.21,94.11,69.87,22.65,7,3,1,1,2,0,7,2,62.21,94.11,69.87,22.65,7,3,1,1,2,0,5,2
"3588, 2021.08.14, 10",3588,10,2021.08.14,180,Ainceer,JaredGP,1140,1172,White,1140,Black,0,34,61.05,70.02,59.56,52.76,12,5,2,1,1,2,11,2,62.21,73.31,49.01,63.32,10,8,2,1,1,1,11,1,61.05,70.02,59.56,52.76,12,5,2,1,1,2,11,2
"3589, 2021.08.14, 10",3589,10,2021.08.14,180,KarMartiros,Ainceer,1022,1129,Black,1129,White,0,39.5,86.18,90.42,78.11,89.7,16,14,2,2,3,0,3,1,71.64,81.99,69.13,63.81,9,10,2,5,7,1,5,2,71.64,81.99,69.13,63.81,9,10,2,5,7,1,3,2
"3590, 2021.08.14, 10",3590,10,2021.08.14,180,Ainceer,Ericccc34,1134,1005,White,1134,White,1,17.5,72.08,79.89,83.21,53.14,6,3,0,4,2,0,3,2,62,78.22,80.77,20.02,4,4,1,2,1,0,5,2,72.08,79.89,83.21,53.14,6,3,0,4,2,0,3,2
"3591, 2021.08.14, 10",3591,10,2021.08.14,180,truemagnuscarlson,Ainceer,1251,1128,Black,1128,White,0,26.5,68.55,83.07,58.63,63.97,10,4,1,2,2,3,5,1,63.24,68.09,89.71,28,5,6,2,1,4,2,6,2,63.24,68.09,89.71,28,5,6,2,1,4,2,5,2
"3592, 2021.08.14, 10",3592,10,2021.08.14,600,Vivmahi,Ainceer,1358,1448,Black,1448,Black,1,36,65.5,65.83,72.58,58.09,13,5,3,1,2,2,10,2,77.62,71.65,66.73,94.48,17,8,1,0,1,5,4,1,77.62,71.65,66.73,94.48,17,8,1,0,1,5,10,1
"3593, 2021.08.14, 10",3593,10,2021.08.14,600,Ainceer,yazanhj99,1457,1482,White,1457,White,1,41.5,89.7,89.16,84.31,95.64,27,5,2,4,1,2,1,1,75.26,89.2,81.43,53.61,14,11,1,5,2,1,7,2,89.7,89.16,84.31,95.64,27,5,2,4,1,2,1,1
"3594, 2021.08.14, 10",3594,10,2021.08.14,600,Ainceer,Billyhoyle77,1450,1487,White,1450,Black,0,32,80.19,88.12,87.55,63.38,16,8,1,1,0,1,5,2,65.45,89.68,60.16,44.62,10,6,0,4,2,1,9,2,80.19,88.12,87.55,63.38,16,8,1,1,0,1,5,2
"3595, 2021.08.14, 10",3595,10,2021.08.14,600,Ainceer,saeidkhah,1441,1411,White,1441,Black,0,20,56.75,79.97,56.83,29.56,4,5,1,1,1,1,7,2,67.61,80.31,55.71,66.67,7,3,2,1,2,1,4,1,56.75,79.97,56.83,29.56,4,5,1,1,1,1,7,2
"3596, 2021.08.14, 10",3596,10,2021.08.14,600,rishabhgupta1107,Ainceer,1344,1447,Black,1447,Black,1,44,76.23,80.05,62.33,87.04,10,15,7,3,0,2,7,1,82.06,84.94,73.74,87.88,21,7,4,3,5,1,3,1,82.06,84.94,73.74,87.88,21,7,4,3,5,1,7,1
"3597, 2021.08.15, 10",3597,10,2021.08.15,600,01226337725hasan,Ainceer,1412,1454,Black,1454,Black,1,40,68.83,77.18,54.8,73.88,17,6,1,2,3,1,10,1,85.12,90.79,92.72,71.41,18,9,4,3,2,1,3,2,85.12,90.79,92.72,71.41,18,9,4,3,2,1,10,2
"3598, 2021.08.15, 10",3598,10,2021.08.15,600,Blackshadow08,Ainceer,1325,1443,Black,1443,White,0,11,96.11,99.51,92.51,96.37,5,4,1,1,0,0,0,1,64.87,99.73,73.2,7.29,5,2,0,0,0,0,4,2,64.87,99.73,73.2,7.29,5,2,0,0,0,0,0,2
"3599, 2021.08.15, 10",3599,10,2021.08.15,600,Ainceer,ceyhun0935,1434,1391,White,1434,Black,0,19,71.58,91.54,69.74,50.14,8,5,0,0,1,1,4,2,71.6,81.19,62.5,69.51,6,5,2,1,0,0,5,1,71.58,91.54,69.74,50.14,8,5,0,0,1,1,4,2
"3600, 2021.08.15, 10",3600,10,2021.08.15,600,shintriri,Ainceer,1417,1425,Black,1425,White,0,23,92.44,98.9,88.58,89.48,16,5,0,0,0,1,1,1,82.31,96.74,80.14,68.3,12,5,2,0,1,0,3,2,82.31,96.74,80.14,68.3,12,5,2,0,1,0,1,2
"3601, 2021.08.15, 10",3601,10,2021.08.15,600,Ainceer,dult_anup,1432,1378,White,1432,White,1,24.5,80.03,76.67,77.38,86.48,13,4,1,1,2,1,3,0,69.76,65.48,75.02,68.77,8,3,1,5,1,1,5,0,80.03,76.67,77.38,86.48,13,4,1,1,2,1,3,0
"3602, 2021.08.15, 10",3602,10,2021.08.15,600,josipradman,Ainceer,1449,1441,Black,1441,Black,1,15,75.94,93.61,65.4,68.82,5,2,3,2,0,1,2,1,79.06,90.96,71.44,74.79,5,5,0,2,1,1,1,1,79.06,90.96,71.44,74.79,5,5,0,2,1,1,2,1
"3603, 2021.08.15, 10",3603,10,2021.08.15,600,tamas8208,Ainceer,1398,1448,Black,1448,Black,1,42,78.55,87.89,79.31,68.46,16,11,3,3,2,0,7,2,87.22,92.7,85.32,83.65,29,3,0,6,1,0,3,2,87.22,92.7,85.32,83.65,29,3,0,6,1,0,7,2
"3604, 2021.08.15, 10",3604,10,2021.08.15,180,Ainceer,Nouman95,1121,1165,White,1121,Black,0,18.5,79,90.57,90.97,53.52,5,7,1,3,1,0,2,2,69.81,80.38,77.74,51.3,5,4,1,2,1,2,3,2,79,90.57,90.97,53.52,5,7,1,3,1,0,2,2
"3605, 2021.08.15, 10",3605,10,2021.08.15,180,Ainceer,ledaf03,1129,1127,White,1129,White,1,20.5,84.54,96.41,72.16,85.06,8,6,3,0,2,1,1,1,77.89,92.23,65.69,75.38,9,3,1,2,2,0,3,1,84.54,96.41,72.16,85.06,8,6,3,0,2,1,1,1
"3606, 2021.08.15, 10",3606,10,2021.08.15,180,Ainceer,QueensAGStoGmaul,1128,1091,White,1128,Draw,0,51.5,70.25,84.03,62.21,63.71,13,11,7,5,3,1,12,1,66.95,77.35,59.02,64.49,16,9,4,3,5,2,12,1,70.25,84.03,62.21,63.71,13,11,7,5,3,1,12,1
"3607, 2021.08.15, 10",3607,10,2021.08.15,180,ornitorenkHerif,Ainceer,1074,1135,Black,1135,Black,1,22,55.78,98.12,22.57,40.61,4,5,1,1,2,2,7,1,76.23,96.35,67.99,61.49,12,3,0,1,1,1,4,2,76.23,96.35,67.99,61.49,12,3,0,1,1,1,7,2
"3608, 2021.08.15, 10",3608,10,2021.08.15,180,Ainceer,idaowo,1127,1146,White,1127,Black,0,26,82.89,97.88,95.77,51.52,6,12,1,4,0,0,3,2,72.86,91.65,75.98,48.22,7,7,1,3,4,0,4,2,82.89,97.88,95.77,51.52,6,12,1,4,0,0,3,2
"3609, 2021.08.15, 10",3609,10,2021.08.15,180,AlbertG7,Ainceer,1148,1136,Black,1136,Black,1,14,62.85,75.73,60.25,50,5,2,1,0,1,1,4,2,71.55,73.6,68.98,72.18,3,4,2,0,2,0,3,1,71.55,73.6,68.98,72.18,3,4,2,0,2,0,4,1
"3610, 2021.08.15, 10",3610,10,2021.08.15,180,Ainceer,spiderschweins,1128,1124,White,1128,Black,0,21,79.28,94.38,89.93,53.53,6,7,2,1,2,0,3,2,85.25,94.51,77.53,83.7,9,6,0,3,1,0,2,1,79.28,94.38,89.93,53.53,6,7,2,1,2,0,3,2
"3611, 2021.08.15, 10",3611,10,2021.08.15,180,AleCili,Ainceer,1135,1136,Black,1136,Black,1,37,64.54,76.94,49.76,65.89,13,4,2,4,2,3,9,1,75.43,80.39,76.42,69.09,20,6,0,2,0,1,8,2,75.43,80.39,76.42,69.09,20,6,0,2,0,1,9,2
"3612, 2021.08.15, 10",3612,10,2021.08.15,180,Ainceer,jwheeler2020,1129,1172,White,1129,Black,0,81,79.02,81.91,55.15,99.99,34,25,2,3,2,0,15,1,79.33,77.45,60.66,99.88,37,20,4,1,4,3,12,1,79.02,81.91,55.15,99.99,34,25,2,3,2,0,15,1
"3613, 2021.08.15, 10",3613,10,2021.08.15,180,PatrikDahlin,Ainceer,1083,1136,Black,1136,Black,1,13,66.94,73.26,87.84,38.13,2,4,2,1,1,0,3,2,82.71,97.13,92.46,54.94,5,4,2,0,0,0,2,2,82.71,97.13,92.46,54.94,5,4,2,0,0,0,3,2
"3614, 2021.08.15, 10",3614,10,2021.08.15,180,The_Mister7,Ainceer,1114,1127,Black,1127,White,0,22.5,82.27,84.82,80.5,81.36,9,6,2,3,0,0,3,1,69.51,91.92,68.16,45.25,7,4,1,4,1,0,5,2,69.51,91.92,68.16,45.25,7,4,1,4,1,0,3,2
"3615, 2021.08.15, 10",3615,10,2021.08.15,180,Ainceer,amrosama12345,1135,1124,White,1135,White,1,53.5,76.09,70.17,70.63,87.48,23,13,4,0,1,4,9,0,75.28,78.12,63.22,85.04,18,14,4,5,1,0,11,1,76.09,70.17,70.63,87.48,23,13,4,0,1,4,9,0
"3616, 2021.08.15, 10",3616,10,2021.08.15,180,provensazur,Ainceer,1049,1141,Black,1141,Black,1,53,68.9,70.23,63.42,73.28,18,8,5,5,3,1,13,1,71.47,75.82,77.1,60.9,26,6,3,3,1,1,13,2,71.47,75.82,77.1,60.9,26,6,3,3,1,1,13,2
"3617, 2021.08.15, 10",3617,10,2021.08.15,180,Ainceer,cgrafs,1133,1169,White,1133,Black,0,69,71.34,80.42,65.45,68.16,30,9,6,5,1,2,16,1,69.43,74.73,74.19,59.38,31,8,4,3,5,3,15,2,71.34,80.42,65.45,68.16,30,9,6,5,1,2,16,1
"3618, 2021.08.15, 10",3618,10,2021.08.15,180,Ainceer,kubikmar,1139,1046,White,1139,White,1,39.5,69.01,83.8,61.13,60.95,13,8,4,2,2,2,9,2,71.15,88.08,67.18,58.21,12,10,3,3,2,1,8,2,69.01,83.8,61.13,60.95,13,8,4,2,2,2,9,2
"3619, 2021.08.15, 10",3619,10,2021.08.15,180,jovan2009,Ainceer,1160,1131,Black,1131,White,0,18,86.61,99.82,71.95,88.07,8,2,2,4,1,1,0,1,71.68,77.43,79.14,58.49,5,5,1,1,2,1,3,2,71.68,77.43,79.14,58.49,5,5,1,1,2,1,0,2
"3620, 2021.08.15, 10",3620,10,2021.08.15,180,papulya_papicha,Ainceer,1062,1138,Black,1138,Black,1,50,65.11,85.21,66.02,42.79,14,13,2,2,4,1,14,2,73.49,82.57,76.56,60.59,24,8,0,2,4,1,11,2,73.49,82.57,76.56,60.59,24,8,0,2,4,1,14,2
"3621, 2021.08.15, 10",3621,10,2021.08.15,180,Ainceer,JustACreative5972,1146,1118,White,1146,White,1,16.5,89.53,96.84,84.59,86.69,8,5,1,1,0,2,0,1,79.66,93.69,79.48,63.02,4,6,1,2,1,0,2,2,89.53,96.84,84.59,86.69,8,5,1,1,0,2,0,1
"3622, 2021.08.15, 10",3622,10,2021.08.15,180,Ainceer,Knight_Decapitation,1156,1212,White,1156,White,1,16.5,89.54,98.48,78.59,91.97,9,5,0,1,1,0,1,1,77.01,91.24,76.65,60.29,3,6,3,1,0,0,3,2,89.54,98.48,78.59,91.97,9,5,0,1,1,0,1,1
"3623, 2021.08.15, 10",3623,10,2021.08.15,180,Ainceer,Eric84King,1148,1185,White,1148,Black,0,1.5,50,100,0,0,1,0,0,0,0,0,1,2,3.52,3.52,0,0,0,0,0,0,0,0,1,2,50,100,0,0,1,0,0,0,0,0,1,2
"3624, 2021.08.15, 10",3624,10,2021.08.15,180,AshP3012,Ainceer,1136,1156,Black,1156,Black,1,37,50.16,52.94,73.33,23.97,11,5,0,1,2,1,17,2,70.45,90.51,69.92,49.26,20,4,0,1,2,1,9,2,70.45,90.51,69.92,49.26,20,4,0,1,2,1,17,2
"3625, 2021.08.15, 10",3625,10,2021.08.15,180,pardusMSK,Ainceer,1180,1148,Black,1148,White,0,44.5,81.04,64.96,91.13,87.03,19,10,4,3,4,0,5,0,78.34,71.69,82.65,80.84,15,13,3,4,1,3,5,0,78.34,71.69,82.65,80.84,15,13,3,4,1,3,5,0
"3626, 2021.08.15, 10",3626,10,2021.08.15,180,Ainceer,marsubbus,1155,1105,White,1155,White,1,49.5,76.71,83.74,66.99,79.56,22,11,1,4,2,1,9,1,79.12,97.25,51.44,87.53,19,14,5,1,1,1,8,1,76.71,83.74,66.99,79.56,22,11,1,4,2,1,9,1
"3627, 2021.08.15, 10",3627,10,2021.08.15,180,pedrowss,Ainceer,1105,1162,Black,1162,Black,1,44,62.83,70.16,61.36,56.56,9,12,1,5,4,2,11,2,67.41,83.12,47.97,71.4,13,10,4,2,1,4,10,1,67.41,83.12,47.97,71.4,13,10,4,2,1,4,11,1
"3628, 2021.08.15, 10",3628,10,2021.08.15,180,Ainceer,BriefkastenJoe,1170,1155,White,1170,White,1,32.5,83.6,97.35,77.92,75.54,14,9,4,1,1,0,4,2,78.56,96.29,79,58.56,15,7,2,2,0,0,6,2,83.6,97.35,77.92,75.54,14,9,4,1,1,0,4,2
"3629, 2021.08.15, 10",3629,10,2021.08.15,180,Ainceer,Rico26,1178,1161,White,1178,White,1,55.5,72.7,64.78,71.17,82.69,17,15,4,5,2,2,11,0,60.31,56.73,50.02,74.37,17,5,5,5,6,1,16,1,72.7,64.78,71.17,82.69,17,15,4,5,2,2,11,0
"3630, 2021.08.15, 10",3630,10,2021.08.15,180,Ainceer,massreykh,1169,1130,White,1169,Black,0,42.5,77.08,80.72,57.4,92.87,21,11,1,0,0,0,10,1,71.59,82.63,59.67,72.46,14,10,1,4,2,2,9,1,77.08,80.72,57.4,92.87,21,11,1,0,0,0,10,1
"3631, 2021.08.15, 10",3631,10,2021.08.15,180,mino7431,Ainceer,1154,1160,Black,1160,White,0,25.5,76.86,93.69,76.34,58.51,12,6,1,1,1,0,5,2,54.74,91.33,28,40.33,5,7,1,1,0,0,11,1,54.74,91.33,28,40.33,5,7,1,1,0,0,5,1
"3632, 2021.08.15, 10",3632,10,2021.08.15,180,polytrauma,Ainceer,1184,1169,Black,1169,Black,1,60,81.97,97.43,62.52,85.95,22,22,4,2,0,1,9,1,82.23,84.61,62.27,99.83,31,17,0,0,2,1,9,1,82.23,84.61,62.27,99.83,31,17,0,0,2,1,9,1
"3633, 2021.08.16, 10",3633,10,2021.08.16,180,GautMax,Ainceer,1168,1161,Black,1161,White,0,2,92.42,100,84.84,0,1,0,1,0,0,0,0,2,59.16,81.48,36.83,0,0,0,1,0,0,1,0,2,59.16,81.48,36.83,0,0,0,1,0,0,1,0,2
"3634, 2021.08.16, 10",3634,10,2021.08.16,180,Ainceer,WhiteCha,1161,1177,White,1161,Draw,0,41.5,76.99,87.95,51.46,91.56,18,10,0,3,3,1,7,1,77.84,81.67,65,87.53,18,11,1,2,2,0,7,1,76.99,87.95,51.46,91.56,18,10,0,3,3,1,7,1
"3635, 2021.08.16, 10",3635,10,2021.08.16,180,Ainceer,Chessgal01,1169,1133,White,1169,White,1,46.5,81.18,77.34,74.26,92.67,16,15,6,3,1,0,6,1,68.78,74.48,57.44,74.03,16,9,2,5,2,2,10,1,81.18,77.34,74.26,92.67,16,15,6,3,1,0,6,1
"3636, 2021.08.16, 10",3636,10,2021.08.16,180,aleksc02,Ainceer,1131,1176,Black,1176,Black,1,14,77.18,99.36,80,45.92,6,4,1,0,0,0,3,2,63.89,85.02,47.32,58.19,3,4,1,0,1,2,3,1,63.89,85.02,47.32,58.19,3,4,1,0,1,2,3,1
"3637, 2021.08.16, 10",3637,10,2021.08.16,180,Ainceer,Danrokrr,1170,1270,White,1170,Black,0,23.5,78.44,86.92,72.56,75.84,7,6,5,0,2,2,2,1,76.84,76.47,74.01,80.48,8,4,1,5,3,0,2,1,78.44,86.92,72.56,75.84,7,6,5,0,2,2,2,1
"3638, 2021.08.16, 10",3638,10,2021.08.16,180,BSRR10121,Ainceer,1174,1162,Black,1162,White,0,14.5,70.8,99.42,34.24,78.75,6,4,0,1,0,0,4,1,54.86,87.65,61.09,6.1,4,3,0,0,1,0,6,2,54.86,87.65,61.09,6.1,4,3,0,0,1,0,4,2
"3639, 2021.08.16, 10",3639,10,2021.08.16,180,Ainceer,IIIaXMaTECT,1153,1122,White,1153,Black,0,43,72.51,89.09,70.8,56.45,16,8,2,6,2,1,8,2,69.98,71.29,72.11,66.43,20,6,1,2,3,2,9,2,72.51,89.09,70.8,56.45,16,8,2,6,2,1,8,2
"3640, 2021.08.16, 10",3640,10,2021.08.16,180,anujgupta95,Ainceer,1139,1161,Black,1161,Black,1,37,65.96,78.72,63.03,55.07,14,5,2,4,2,0,10,2,70.99,86.5,49.9,75.27,15,7,1,2,2,2,8,1,70.99,86.5,49.9,75.27,15,7,1,2,2,2,10,1
"3641, 2021.08.16, 10",3641,10,2021.08.16,180,Ainceer,qlebb,1168,1125,White,1168,White,1,19.5,69.69,81.84,59.62,67.25,9,0,2,3,2,0,4,1,59.11,81.74,50.19,41.62,3,3,4,1,2,0,6,2,69.69,81.84,59.62,67.25,9,0,2,3,2,0,4,1
"3642, 2021.08.16, 10",3642,10,2021.08.16,180,Ainceer,Estebitan_2020,1177,1186,White,1177,White,1,50.5,76.3,76.13,75.08,77.68,17,11,3,8,3,4,5,1,75.84,83.66,56.79,87.77,20,10,4,3,1,4,8,1,76.3,76.13,75.08,77.68,17,11,3,8,3,4,5,1
"3643, 2021.08.16, 10",3643,10,2021.08.16,180,Ainceer,VladGaSik,1185,1167,White,1185,White,1,19.5,68.49,78.2,75.41,49.08,6,4,0,3,2,1,4,2,70.6,68.76,78.22,65.12,3,7,1,3,0,0,5,2,68.49,78.2,75.41,49.08,6,4,0,3,2,1,4,2
"3644, 2021.08.16, 10",3644,10,2021.08.16,180,dnarvarg,Ainceer,1116,1192,Black,1192,Black,1,24,78.56,80.25,80.68,74.74,7,6,3,3,2,1,2,2,79.22,73.91,76.73,87.01,10,4,3,2,1,1,3,0,79.22,73.91,76.73,87.01,10,4,3,2,1,1,2,0
"3645, 2021.08.16, 10",3645,10,2021.08.16,180,braudstangasosa,Ainceer,1147,1199,Black,1199,Black,1,54,75.7,80.79,89.21,57.1,25,5,2,7,6,2,7,2,69.15,80.34,72.12,54.99,16,15,3,1,3,6,10,2,69.15,80.34,72.12,54.99,16,15,3,1,3,6,7,2
"3646, 2021.08.16, 10",3646,10,2021.08.16,180,Ainceer,zachiah1,1191,1216,White,1191,Black,0,73,73.71,90.44,88.12,41.87,27,13,10,5,4,0,14,2,81.14,90.82,84.49,67.69,33,15,5,6,5,2,7,2,73.71,90.44,88.12,41.87,27,13,10,5,4,0,14,2
"3647, 2021.08.16, 10",3647,10,2021.08.16,180,Ainceer,DotComGold,1182,1165,White,1182,Black,0,32,70.83,80.15,86.95,42.84,11,7,1,5,0,0,8,2,79.08,85.11,70.11,82.31,13,10,1,0,3,0,5,1,70.83,80.15,86.95,42.84,11,7,1,5,0,0,8,2
"3648, 2021.08.17, 10",3648,10,2021.08.17,180,DIMITRIS_MOS,Ainceer,1207,1191,Black,1191,Black,1,40,84.87,92.18,78.02,83.83,21,10,2,1,1,1,4,1,68.62,90.7,63.01,50.45,13,10,2,2,2,0,11,2,68.62,90.7,63.01,50.45,13,10,2,2,2,0,4,2
"3649, 2021.08.17, 10",3649,10,2021.08.17,180,Ainceer,Flyeisen,1198,1149,White,1198,White,1,20.5,70.55,88.91,73.96,48.78,10,2,1,1,1,2,4,2,67.6,85.55,37.89,81.32,7,4,1,1,2,0,5,1,70.55,88.91,73.96,48.78,10,2,1,1,1,2,4,2
"3650, 2021.08.17, 10",3650,10,2021.08.17,180,Ainceer,cleanfader123,1191,1239,White,1191,Black,0,31,71.81,82.79,89.01,42.52,10,6,3,3,2,1,6,2,77.78,85.02,75.52,72.08,9,10,2,3,2,2,3,2,71.81,82.79,89.01,42.52,10,6,3,3,2,1,6,2
"3651, 2021.08.17, 10",3651,10,2021.08.17,180,CapivaraSelvagem,Ainceer,1150,1182,Black,1182,White,0,36.5,66.47,87.16,55.78,54.75,12,9,1,2,1,1,11,2,59.7,88.71,36.17,54.23,15,3,1,1,3,0,13,1,59.7,88.71,36.17,54.23,15,3,1,1,3,0,11,1
"3652, 2021.08.17, 10",3652,10,2021.08.17,180,Ainceer,LukeRozier,1174,1208,White,1174,Black,0,14,77.62,98.29,94.05,31.24,7,3,0,1,0,0,3,2,68.95,80.92,53.64,73.13,6,1,0,3,0,2,2,1,77.62,98.29,94.05,31.24,7,3,0,1,0,0,3,2
"3653, 2021.08.17, 10",3653,10,2021.08.17,180,sethorionschwaiger,Ainceer,1163,1166,Black,1166,White,0,9.5,91.37,93.24,80.81,99.42,4,3,1,1,1,0,0,1,74.13,99.64,67.97,54.79,3,1,2,1,0,0,2,2,74.13,99.64,67.97,54.79,3,1,2,1,0,0,0,2
"3654, 2021.08.17, 10",3654,10,2021.08.17,180,Ainceer,DreadPirateJabu,1175,1193,White,1175,White,1,1.5,62.47,100,24.94,0,1,0,0,0,0,0,1,2,15.43,15.43,0,0,0,0,0,0,0,0,1,2,62.47,100,24.94,0,1,0,0,0,0,0,1,2
"3655, 2021.08.17, 10",3655,10,2021.08.17,180,vitsh,Ainceer,1175,1183,Black,1183,Black,1,28,77.75,92.75,58.99,79.84,9,7,4,2,1,2,3,1,83.94,96.81,84.5,69.07,13,9,2,0,0,0,4,2,83.94,96.81,84.5,69.07,13,9,2,0,0,0,3,2
"3656, 2021.08.17, 10",3656,10,2021.08.17,180,D477M4N14,Ainceer,1166,1191,Black,1191,Black,1,20,76.03,86.62,81,57.89,7,7,1,0,0,1,4,2,87.92,95.62,73.28,96.02,10,5,1,2,0,1,1,1,87.92,95.62,73.28,96.02,10,5,1,2,0,1,4,1
"3657, 2021.08.17, 10",3657,10,2021.08.17,180,Kadenza123,Ainceer,1153,1182,Black,1182,White,0,31.5,83.24,85.27,93.68,69.51,15,8,1,3,1,0,4,2,66.95,91.2,65.17,42.07,10,4,1,4,5,1,6,2,66.95,91.2,65.17,42.07,10,4,1,4,5,1,4,2
"3658, 2021.08.17, 10",3658,10,2021.08.17,180,Ainceer,Gahllo,1173,1164,White,1173,Black,0,35,70.65,77.08,77.46,56.2,13,6,4,2,1,1,8,2,71.03,79.75,60.68,72.8,13,7,1,4,1,2,7,1,70.65,77.08,77.46,56.2,13,6,4,2,1,1,8,2
"3659, 2021.08.17, 10",3659,10,2021.08.17,180,Ainceer,Paulo2407,1181,1179,White,1181,White,1,31.5,83.83,87.65,73.94,90.5,11,11,3,1,4,0,2,1,71.32,89.73,71.25,51.14,8,8,4,3,1,0,7,2,83.83,87.65,73.94,90.5,11,11,3,1,4,0,2,1
"3660, 2021.08.17, 10",3660,10,2021.08.17,180,Ainceer,sarusmagar,1190,1225,White,1190,White,1,58.5,79.35,84.54,69.67,84.07,16,21,5,4,4,2,7,1,79.02,74.88,78.47,83.94,18,21,5,1,3,2,8,0,79.35,84.54,69.67,84.07,16,21,5,4,4,2,7,1
"3661, 2021.08.17, 10",3661,10,2021.08.17,180,Ainceer,Collosalone,1198,1184,White,1198,White,1,14.5,94.15,91.47,90.97,100,9,2,2,2,0,0,0,1,62.89,93.2,62.9,25,3,2,3,1,1,0,4,2,94.15,91.47,90.97,100,9,2,2,2,0,0,0,1
"3662, 2021.08.17, 10",3662,10,2021.08.17,180,Morganjabis,Ainceer,1126,1205,Black,1205,Black,1,18,85.08,83.44,82.74,89.04,3,9,2,1,2,0,1,1,71.09,86.42,60.61,66.26,3,7,1,0,3,0,4,1,71.09,86.42,60.61,66.26,3,7,1,0,3,0,1,1
"3663, 2021.08.17, 10",3663,10,2021.08.17,60,RicardoRibPreto,Ainceer,1348,1168,Black,1168,White,0,24.5,84.58,81.38,81.83,90.94,11,8,1,1,1,1,2,0,67.03,73.9,70.35,56.84,8,5,2,0,2,0,7,2,67.03,73.9,70.35,56.84,8,5,2,0,2,0,2,2
